421800,0.0041,84.129,342.021,0.036,43.977,203.4889583,8.93E+22,1.769,1.625,7.42,268.057,64.495,0
671100,0.0094,88.97,171.016,0.466,219.106,101.3747242,4.80E+22,3.551,1.394,30.184,268.084,64.506,0.016
1070400,0.0013,192.417,317.54,0.177,63.552,50.3176072,1.48E+23,7.155,63.549,132.654,268.168,64.543,0.068
1882700,0.0074,52.643,181.408,0.192,298.848,21.5710728,1.08E+23,16.69,205.75,338.82,268.639,64.749,0.356
181400,0.0032,155.873,185.194,0.38,108.946,722.6317143,7.20E+21,0.498,0.196,0.393,268.057,64.495,0
221900,0.0176,234.269,135.956,1.08,235.694,533.7002568,8.00E+17,0.675,0.398,0.797,268.057,64.495,0
129000,0.0018,328.047,135.673,0.054,228.378,1206.998806,1.91E+16,0.298,0.058,0.116,268.057,64.496,0
128000,0.0012,297.177,276.047,0.019,146.912,1221.254598,9.00E+16,0.295,0.057,0.115,268.057,64.496,0
